title,type,subsection,main_content,context,outcome,predicted_context,predicted_outcome,evaluation_result,explanation
ultrasensitive,Q1.1,Enhancing sensitivity of ctRNA detection,"We therefore hypothesized that selectively capturing genes absent from or lowly expressed in healthy control cfRNA could enhance detection of non-haematopoietic tissue or disease signatures and expand the utility of RARE-seq to a wide range of clinical applications. To test this, ",,"we identified such ‘rare abundance genes’ (RAGs) using whole-coding transcriptome RARE-seq data from healthy 
cfRNA samples (n = 50) and RNA-seq data from healthy whole-blood 
samples (n = 307) from the GTEx project16 (Fig. 2a).  We defined RAGs 
based on consistent low or absent expression in cfRNA and whole blood 
(n = 5,632 genes; Extended Data Fig. 3a and Supplementary Table 1).","The vast majority of cell-free RNA in circulation originates from hematopoietic cells, creating an overwhelming biological background that severely limits the detection of rare tissue-specific or tumor-derived transcripts. Targeted RNA capture using oligonucleotide probes is an established method to physically enrich transcripts of interest from complex mixtures, thereby depleting uninformative background noise and drastically increasing the sequencing depth and analytical sensitivity for rare molecular targets.","we designed a custom targeted RNA capture panel comprising hybridization probes directed against thousands of genes known to be highly expressed in non-haematopoietic tissues and solid tumours, but minimally expressed in normal blood cells. We then applied this enrichment panel to cfRNA extracted from the plasma of cancer patients and healthy controls, performed RARE-seq, and compared the limit of ctRNA detection against standard whole-transcriptome cfRNA sequencing.",COMPLETELY DIFFERENT,"Reasoning 1 describes the specific data-driven identification of 'rare abundance genes' (RAGs) using empirically derived data from healthy cfRNA cohorts and the GTEx whole-blood project. In contrast, Reasoning 2 proposes a completely different methodological next step: it assumes the genes are already known, describes designing a custom capture panel, and details an experimental assay comparing limits of detection in cancer patients versus healthy controls. Reasoning 2 fails to capture the actual empirical gene identification process described in Reasoning 1."
ultrasensitive,Q1.1,Enhancing sensitivity of ctRNA detection,We next profiled five healthy cfRNA samples,,"using both whole-coding 
transcriptome and RAG capture panels using RARE-seq. ","To accurately identify rare tumor-derived transcripts (ctRNA) and evaluate assay specificity, it is essential to first establish a baseline of the normal cell-free transcriptome. Previous studies have established that the vast majority of circulating cfRNA in healthy individuals originates from hematopoietic and endothelial cells. Defining this normal biological background is a prerequisite for differentiating physiological tissue shedding from anomalous, disease-associated transcriptional signatures.","Extract cfRNA from the blood plasma of five healthy human donors, construct sequencing libraries utilizing the optimized RARE-seq protocol, and perform next-generation RNA sequencing to quantify baseline transcript abundance and establish a reference profile of normal circulating RNA.",OVERLAPPED,"Both reasonings correctly identify the use of the RARE-seq protocol to profile the healthy cfRNA samples. However, Reasoning 2 misses specific important details mentioned in Reasoning 1, namely the use of both 'whole-coding transcriptome' and 'RAG capture panels'. Because it captures the sequencing method but misses the specific panels used, the evaluation is OVERLAPPED."
ultrasensitive,Q1.1,Enhancing sensitivity of ctRNA detection,"To score the presence of a gene signature of interest in cfRNA samples, ",,"we developed an analytical framework to compute a cfRNA gene signature enrichment score by comparing the expression of pre-defined signature genes in a sample of interest to a ‘meta-reference’ consisting of cfRNA samples from healthy controls and using bootstrapping to estimate its significance (Fig. 2g; Methods).  An important advantage of this approach is that unlike machine learning-based methods, it does not require a large training cohort of patient cfRNA samples, as it leverages existing gene expression datasets to define gene signatures and associated gene-wise weights based on their expression levels in the tissue or condition of interest.","Previous studies characterizing the cell-free transcriptome have established that tissue- and tumor-specific signals can be robustly quantified from liquid biopsies using composite gene expression scoring. Because the vast majority of circulating transcripts originate from hematopoietic cells, computational scoring methods typically normalize target transcript abundance and compute z-scores relative to a healthy baseline cohort. This statistical approach successfully isolates rare circulating tumor RNA (ctRNA) or tissue-of-origin signals from the high-background noise of blood-derived RNA.","We will perform RARE-seq on the patient cfRNA samples to generate sequencing data, quantify transcript abundances in Transcripts Per Million (TPM), log-transform the counts, and compute a composite signature score by calculating the mean z-score for the target signature genes relative to the distribution of a healthy donor control cohort.",OVERLAPPED,"Both reasonings propose computing a gene signature score by comparing the transcript abundance in the sample of interest against a reference cohort of healthy controls. However, Reasoning 2 misses several key components introduced in Reasoning 1, such as the use of bootstrapping to estimate statistical significance and the integration of gene-wise weights derived from existing expression datasets. Since Reasoning 2 captures the core concept of baseline-relative scoring but omits specific methodological details from the ground truth, it is an overlap."
ultrasensitive,Q1.1,Enhancing sensitivity of ctRNA detection,"the LOD95 for RAG RARE-seq was 0.05% (Fig. 2h), more than 50-fold more sensitive than for whole-coding transcriptome RARE-seq (2.8%; Fig. 2i), demonstrating the value of targeting RAGs. To experimentally confirm this result,",,"we created in vitro dilution series, by spiking NCI-H1975 RNA into healthy donor cfRNA at defined concentrations.",The empirical validation of analytical sensitivity and the exact Limit of Detection (LOD95) in liquid biopsy sequencing assays is conventionally established through carefully controlled spike-in experiments. Generating a serial dilution of target-positive material (such as tumor-derived nucleic acids) into target-negative background material (such as healthy donor cell-free RNA) provides a rigorous standard to directly measure assay sensitivity at precise fractional abundances.,"we will perform a serial dilution spike-in experiment by mixing known quantities of tumor cell line RNA into healthy donor plasma cfRNA at defined fractional abundances (spanning across 2.8% down to 0.01%), and subsequently process these calibration samples using both the targeted RAG RARE-seq and the whole-coding transcriptome RARE-seq protocols to compare their empirical detection thresholds.",SAME,"Both reasoning instances propose the exact same experimental approach to confirm the LOD95 result: creating a serial dilution by spiking tumor RNA (specifically NCI-H1975 in Reasoning 1, generalized as 'tumor cell line RNA' in Reasoning 2) into healthy donor cfRNA at defined concentrations. Reasoning 2 provides additional methodological context and details that perfectly align with and expand upon Reasoning 1 without introducing any contradictions."
ultrasensitive,Q1.1,Detection of non-small-cell lung cancer,"Having developed and optimized RARE-seq, we focused the remainder 
of our study on generating proof-of-concept data for cfRNA analysis 
across several clinical applications",,"Given the higher analytic sensitivity 
observed by capturing RAGs, we used RAG-focused RARE-seq for these 
experiments.","Previous studies have established that the cell-free transcriptome encapsulates dynamic, tissue-specific, and tumor-specific gene expression profiles. Unlike ctDNA, which primarily reflects genomic alterations, cell-free RNA (cfRNA) provides functional state information, enabling the identification of tissue-of-origin (TOO), dynamic monitoring of treatment resistance, and the detection of expressed actionable mutations. Validating a newly optimized cfRNA assay requires testing its analytical validity and clinical utility across these diverse real-world diagnostic scenarios.","We will collect blood plasma samples from multiple well-characterized clinical cohorts, including patients with diverse solid tumors, patients undergoing targeted cancer therapies, and individuals with non-malignant conditions. We will extract cfRNA from these samples, process them using the RARE-seq protocol, and perform RNA sequencing followed by bioinformatic analysis to map tumor-specific transcripts, classify tissue-of-origin, and detect treatment-induced transcriptomic changes.",COMPLETELY DIFFERENT,"Reasoning 1 focuses on the specific methodological choice for the upcoming experiments, specifically selecting 'RAG-focused RARE-seq' due to its 'higher analytic sensitivity'. In contrast, Reasoning 2 outlines a broad experimental design for clinical validation, detailing patient cohorts, sample collection, and bioinformatic pipelines. Reasoning 2 entirely misses the specific assay variant (RAG-focused) and its rationale, which are the core components of Reasoning 1."
ultrasensitive,Q1.1,Detection of non-small-cell lung cancer,"First, we investigated performance for tumour-naive 
detection of lung adenocarcinomas (LUADs), the most common type 
of non-small-cell lung cancer (NSCLC).",,"We analysed cfRNA from 139 
patients with LUAD (n = 20 patients with stage I, n = 8 patients with 
stage II, n = 15 patients with stage III and n = 96 patients with stage IV)  
and 50 controls without cancer, including 26 risk-matched controls 
with a history of substantial tobacco exposure collected at the time 
of low-dose computed tomography (LDCT) screening for lung cancer.","Previous studies have established that solid tumours shed messenger RNA into the bloodstream, and that the cell-free transcriptome carries distinct, tissue-specific and cancer-specific gene expression signatures. By profiling these global cell-free RNA (cfRNA) signatures, it is biologically feasible to distinguish cancer patients from healthy individuals and perform tissue-of-origin classification without prior knowledge of the patient's specific tumour DNA mutations (tumour-naive detection).","Collect blood plasma samples from a cohort of patients diagnosed with lung adenocarcinoma (LUAD) alongside a matched cohort of healthy controls. Extract cell-free RNA from the plasma, generate sequencing libraries using the RARE-seq method, and perform next-generation sequencing. Finally, apply a computational classifier to the resulting transcriptomic profiles to evaluate the method's sensitivity and specificity in distinguishing LUAD samples from healthy controls.",OVERLAPPED,"Both reasoning instances describe the same fundamental experimental design: analyzing cell-free RNA (cfRNA) from cohorts of LUAD patients and controls to investigate tumor-naive detection. However, Reasoning 2 provides a more general methodological overview, while Reasoning 1 includes highly specific details about the patient cohort, such as exact sample sizes, cancer stages, and the inclusion of risk-matched controls with tobacco exposure. Since Reasoning 2 partially captures the outcome of Reasoning 1 but misses these specific quantitative and demographic details, they overlap."
ultrasensitive,Q1.1,Detection of non-small-cell lung cancer,"To further quantify the enrichment of LUAD-derived transcripts, 
","TCGA17 ... Cancer Cell Line Encyclopedia (CCLE)18, whole blood (GTEx16)","we applied the cfRNA enrichment score framework developed above using a LUAD-specific gene signature (LUAD Sig; n = 72 genes) identi
fied using RNA-seq data from LUAD tumours within TCGA17, LUAD cell 
lines from the Cancer Cell Line Encyclopedia (CCLE)18, whole blood 
(GTEx16) and meta-reference cfRNA controls (Methods). ","Circulating tumor RNA (ctRNA) can be distinguished from the vast background of hematopoietic-derived RNA by evaluating transcripts that are uniquely and highly expressed in the specific tumor tissue of origin. Previous studies have demonstrated that identifying tissue- and tumor-specific marker genes (such as SFTPB, NAPSA, and NKX2-1 for lung adenocarcinoma) from bulk tumor tissue datasets like The Cancer Genome Atlas (TCGA) allows for the tracking and quantification of these signatures in cell-free plasma transcriptomes to monitor tumor burden and infer the tissue of origin.",we will analyze the RARE-seq transcriptome data by calculating the aggregate fractional abundance and fold-change of a predefined panel of LUAD-specific marker genes (curated from TCGA-LUAD data) in the plasma cfRNA of LUAD patients compared to the plasma cfRNA of healthy control donors.,OVERLAPPED,"Both reasonings aim to quantify LUAD-derived transcripts by utilizing a panel of LUAD-specific marker genes derived from TCGA datasets. However, Reasoning 2 only partially captures the methodology of Reasoning 1. It misses the specific 'cfRNA enrichment score framework' mentioned in the ground truth, as well as the other datasets used to identify the 72-gene signature (CCLE, GTEx, and meta-reference controls), proposing instead a general calculation of fractional abundance and fold-change."
ultrasensitive,Q1.1,Detection of non-small-cell lung cancer,We also explored the ability to genotype cancer-derived somatic mutations using RARE-seq.,,"We therefore developed a custom ctRNA genotyping approach to detect clinically actionable variants, including single-nucleotide variants (SNVs), insertions or deletions (indels), splice variants and gene fusions, in recurrent NSCLC oncogenes. To ensure specificity, putative variants were censored if their variant allele frequency did not significantly exceed the background error rate observed in a subset of withheld controls (n = 50; Extended Data Fig. 5a; Methods). Performance was assessed in 136 patients with stage IV LUAD with known variants from previous tumour or ctDNA genotyping, as well as 97 healthy and LDCT controls (Supplementary Table 4).","Expressed somatic mutations from tumor cells are shed into the circulation as cell-free RNA (cfRNA), within extracellular vesicles, or in tumor-educated blood components. Previous studies have demonstrated that liquid biopsies can capture these circulating mutant transcripts (e.g., KRAS or EGFR variants) to non-invasively genotype tumors, offering a complementary approach to ctDNA analysis that specifically highlights expressed variants and gene fusions. To validate the genotyping accuracy of a novel cfRNA sequencing assay, it is standard practice to assay plasma from patients with well-characterized tumors and attempt to recover the established mutational profile.","We collected plasma samples from a cohort of cancer patients with established somatic mutation profiles (previously determined via clinical tumor tissue sequencing or ctDNA profiling). We extracted cfRNA from these samples, generated libraries using the RARE-seq protocol, and performed deep sequencing to quantify the variant allele frequencies (VAFs) of the expected tumor-derived mutations, subsequently comparing our RARE-seq variant calls against the known gold-standard tissue data to evaluate the method's sensitivity and specificity.",OVERLAPPED,"Reasoning 2 successfully captures the core experimental approach described in Reasoning 1, which involves using RARE-seq to genotype cancer patients with known somatic mutation profiles to assess the method's performance (sensitivity and specificity) based on variant allele frequencies. However, Reasoning 2 provides a generalized methodology and misses the specific details present in Reasoning 1, such as the focus on NSCLC oncogenes, the exact types of variants detected (SNVs, indels, fusions), the specific patient cohort (136 stage IV LUAD patients and 97 controls), and the background error rate censorship method. Since it partially captures the ground truth without contradicting it, the evaluation is OVERLAPPED."
ultrasensitive,Q1.1,Identifying resistance to EGFR therapies,"We next assessed the performance of RARE-seq for identifying 
genetic mechanisms of resistance.",,"To detect MET pathway activa
tion caused by MET amplification using ctRNA, we developed a MET 
amplification signature (METamp Sig) containing nine genes differen
tially expressed in three EGFR-mutant NSCLC cell lines with acquired 
resistance due to MET amplification (Methods).","The emergence of acquired resistance to targeted cancer therapies is frequently driven by transcriptomic alterations, including specific point mutations and alternative splicing events (e.g., AR-V7 in prostate cancer or MET exon 14 skipping in lung cancer). Prior research has established that profiling cell-free RNA (cfRNA) from plasma allows for the non-invasive detection of these tumor-derived resistance transcripts, providing dynamic insights into tumor evolution that can capture RNA-level mechanisms missed by standard DNA-based liquid biopsies.","We extracted and applied RARE-seq to longitudinal plasma cfRNA samples collected from a cohort of cancer patients both prior to targeted therapy initiation and at the time of acquired clinical resistance. We then bioinformatically analyzed the RARE-seq data to quantify the allele fractions of known resistance-conferring point mutations and splice variants, and validated these findings by comparing them to matched tumor tissue RNA-seq or standard clinical genotyping records.",COMPLETELY DIFFERENT,"Reasoning 1 and Reasoning 2 describe completely different experimental approaches to assess RARE-seq for identifying resistance mechanisms. Reasoning 1 focuses on developing a 9-gene expression signature (METamp Sig) to detect MET pathway activation caused by MET amplification in cell lines. In contrast, Reasoning 2 focuses on using RARE-seq on longitudinal patient plasma samples to quantify allele fractions of point mutations and splice variants. There is no overlap in the specific mechanisms, methods, or models (cell lines vs. patient cohorts) being evaluated."
ultrasensitive,Q1.1,Tissue-of-origin determination in ctRNA,"We also wanted to test whether the same RARE-seq assay could be 
used to detect other cancer types.",,"We therefore analysed plasma 
samples from patients with three types of other carcinomas: pancre
atic adenocarcinoma (PAAD; n = 10 patients with stage IV), prostate 
adenocarcinoma (PRAD; n = 1 patient with stage III and n = 8 patients 
with stage IV) and liver hepatocellular carcinoma (LIHC; n = 3 patients 
with stage I, n = 5 patients with stage II and n = 2 patients with stage IV).  
Cancer-specific gene signatures were generated for each cancer type 
and evaluated using the cfRNA enrichment score framework (Sup
plementary Table 7).","Tumors from distinct anatomical sites shed tissue-specific and cancer-specific RNA transcripts into the bloodstream. Previous studies profiling the cell-free transcriptome have demonstrated that these circulating RNA signatures reflect the diverse cellular origins of different malignancies, allowing targeted or global cfRNA profiling to successfully distinguish multiple distinct cancer types from healthy individuals.","We will collect plasma samples from a cohort of patients diagnosed with multiple independent cancer types (e.g., lung, breast, colorectal, and pancreatic cancer) alongside healthy donor controls. We will perform the RARE-seq assay on extracted cfRNA from these samples and apply multi-class machine learning models to the resulting transcriptomic data to evaluate the assay's sensitivity and specificity across the different tumor types.",OVERLAPPED,"Both reasonings describe the experimental outcome of applying the RARE-seq assay to plasma samples from patients with various other cancer types to evaluate its diagnostic applicability. Reasoning 2 captures the core experimental design (collecting plasma from a cohort with other cancers, performing RARE-seq, and evaluating transcriptomic data). However, it misses the specific cancer cohorts analyzed in the ground truth (specifically prostate and liver carcinomas, though it does mention pancreatic cancer as an example) and proposes using multi-class machine learning models rather than the specific cfRNA enrichment score framework used in Reasoning 1. Thus, it partially captures the ground truth without directly contradicting it."
ultrasensitive,Q1.1,Application to non-malignant conditions,"We also explored several potential applications of RARE-seq beyond 
oncological settings, by first testing whether cfRNA expression might 
reveal lung injury caused by benign pulmonary conditions.",,"We profiled cfRNA from 3 patients with chronic obstructive pulmonary disorder, 7 patients with active COVID-19 infections (n = 13 timepoints) 
and 19 patients admitted to the intensive care unit with evidence of pulmonary injury (including 9 patients with acute respiratory distress syndrome).","It is an established biological principle that circulating cell-free RNA (cfRNA) in blood plasma contains tissue-specific transcripts that reflect the physiological state of their tissues of origin. When an organ experiences cellular damage, inflammation, or apoptosis, it releases an elevated level of its specific RNA transcripts into the bloodstream. Previous studies have successfully utilized plasma cfRNA to non-invasively monitor tissue-specific global gene expression and track organ-specific injury (such as liver, placental, or pulmonary damage), demonstrating the utility of cfRNA as a liquid biopsy tool independent of malignant processes.","Collect blood plasma samples from a cohort of patients diagnosed with acute or chronic benign pulmonary conditions (e.g., pneumonia, chronic obstructive pulmonary disease [COPD], or asthma) and a matched cohort of healthy controls. Extract cfRNA from the plasma, prepare sequencing libraries using the RARE-seq protocol, and perform next-generation sequencing. Finally, use bioinformatic pipelines to quantify and compare the expression levels of established lung-specific transcripts (such as SFTPB, SFTPC, and SCGB1A1) between the diseased and healthy cohorts to identify elevated molecular signatures of lung injury.",OVERLAPPED,"Reasoning 2 correctly infers the general experimental design (profiling cfRNA from patients with benign pulmonary conditions using RARE-seq) and accurately identifies COPD as part of the patient cohort. However, it misses the specific details of the actual cohort tested in Reasoning 1, which included patients with active COVID-19 infections and ICU patients with acute respiratory distress syndrome (ARDS). Thus, it partially captures the ground truth but misses important specific components."
ultrasensitive,Q2.4,Application to non-malignant conditions,"Across these diverse pulmonary conditions, lung-derived 
cfRNA was detectable in 49% of patients using a normal lung gene 
expression signature derived from GTEx16 (Fig. 5d and Supplemen
tary Table 8). By contrast, among adult participants without known 
pulmonary conditions (n = 42), lung cfRNA was detected in 14%, with 
detection being significantly more frequent in current smokers than in 
former- or never-smokers (45.5% versus 3.6%, P = 0.004; Fig. 5e).","lung cfRNA is induced by ongoing injury to pulmonary epithelium caused by recent exposure to tobacco smoke23,24","This result suggests that lung cfRNA is induced by ongoing injury to pulmonary epithelium caused by recent exposure to tobacco smoke23,24.","It is well established that tissue-specific cell-free RNA (cfRNA) is released into the bloodstream following cellular apoptosis, necrosis, and active secretion triggered by organ injury or inflammation. Consistent with previous studies demonstrating that circulating transcriptomics can non-invasively trace the tissue of origin to monitor organ-specific damage, smoking is a known driver of chronic pulmonary epithelial damage and inflammation that accelerates cellular turnover in the lungs.","This indicates that the RARE-seq method is highly sensitive to non-malignant tissue stress and can detect subclinical pulmonary injury prior to formal clinical diagnosis. Therefore, quantifying organ-specific cfRNA can serve as a dynamic, real-time biomarker for monitoring environmental stressors, such as smoking-induced lung damage, alongside overt pathological disease states.",OVERLAPPED,"Both reasonings successfully connect the detection of lung cfRNA in smokers to smoking-induced lung damage and epithelial injury. However, Reasoning 1 focuses specifically on a biological, mechanistic conclusion (cfRNA is induced by ongoing injury from recent smoke exposure). Reasoning 2 captures this biological link in its context but shifts its outcome to emphasize clinical and methodological applications (RARE-seq sensitivity, subclinical detection, and utility as a real-time biomarker). Because Reasoning 2 partially shifts the focus of the outcome while still capturing the core biological relationship, the two instances overlap."
ultrasensitive,Q2.4,Application to non-malignant conditions,"Conversely, in patients with known pulmonary conditions, detection 
was significantly greater in those who were on a ventilator at the time 
of blood collection (Fig. 5f), ",reflecting insult to pulmonary epithelium from mechanical ventilation25,probably reflecting the severity of the pulmonary condition as well as insult to pulmonary epithelium from mechanical ventilation25.,"It is well established that mechanical ventilation can induce substantial biophysical stress on pulmonary tissue, leading to alveolar-capillary barrier disruption—a phenomenon known as ventilator-induced lung injury (VILI). This loss of membrane integrity and increased cellular turnover exacerbates the leakage and systemic shedding of pulmonary cellular contents, including nucleic acids, from the lungs into the peripheral bloodstream.","This suggests that the elevated detection of cell-free RNA in ventilated patients directly reflects acute pulmonary tissue damage and increased lung cellular turnover driven by mechanical stress and severe disease pathology. Consequently, cfRNA profiling can serve as a dynamic, non-invasive biomolecular readout to monitor real-time tissue injury, disease severity, and alveolar-capillary barrier compromise in critical care settings.",SAME,"Reasoning 2 fully captures the core semantic meaning of Reasoning 1. Both reasonings conclude that the increased detection is driven by two main factors: the severity of the underlying pulmonary condition ('severe disease pathology' in Reasoning 2) and the tissue damage caused by mechanical ventilation ('acute pulmonary tissue damage... driven by mechanical stress' in Reasoning 2). Reasoning 2 provides additional mechanistic details and potential clinical applications, but these additions do not contradict the ground truth."
ultrasensitive,Q1.1,Application to non-malignant conditions,"...we explored whether RARE-seq might have 
utility for simultaneously tracking RNA-based treatments and their 
effects on the host. To do so, ",,"we longitudinally profiled plasma from 
five individuals receiving mRNA-based COVID-19 vaccinations (n = 20 
timepoints). We performed RARE-seq on these samples using the RAG 
capture panel supplemented with baits targeting the sequence of the 
mRNA vaccine (Extended Data Fig. 3c).","Cell-free RNA (cfRNA) in blood plasma comprises both endogenous host-derived transcripts and exogenous RNA molecules. Previous studies have established that high-throughput sequencing of plasma cfRNA can capture circulating exogenous RNA—such as synthetic mRNA from vaccines—while concurrently measuring the host's systemic transcriptomic response, such as immune activation. This dual-mapping capability allows for the simultaneous evaluation of a therapeutic's pharmacokinetics (clearance of the RNA drug) and pharmacodynamics (host physiological response) from a single non-invasive liquid biopsy.","we collected longitudinal blood plasma samples from a cohort of individuals before and at multiple time points after the administration of an mRNA-based therapy (e.g., a SARS-CoV-2 mRNA vaccine). We then extracted cfRNA and performed RARE-seq, mapping the resulting sequencing reads simultaneously to the synthetic therapeutic RNA sequence to quantify systemic drug circulation, and to the human reference transcriptome to measure differential expression of host immune and response genes over time.",OVERLAPPED,"Reasoning 2 captures the core experimental design of Reasoning 1, including the collection of longitudinal plasma samples from individuals receiving an mRNA vaccine (specifically SARS-CoV-2) and performing RARE-seq to track the therapeutic RNA and host response. However, it is more generalized and misses some specific, important technical and methodological details present in Reasoning 1, such as the exact sample size (n=5, 20 timepoints) and the critical technical modification of using the RAG capture panel supplemented with vaccine-specific baits."
breast_cancer,Q2.3,Mutational landscapes and cancer drivers,"BCL11B, ... was mutated in 23 patients at much higher frequency than random expectation.","which encodes a transcription factor that is involved in chromatic remodelling, gene regulation and mammary stem cell self-renewal18,19, ",N/A,"It is an established genomic principle that somatic mutations occurring at a frequency significantly higher than the expected random background mutation rate are indicative of positive evolutionary selection, marking the affected gene as a cancer driver. Statistical enrichment of such mutations implies a functional role in driving oncogenesis rather than representing neutral passenger events. Furthermore, BCL11B encodes a zinc-finger transcription factor with well-documented roles in regulating cell fate, differentiation, and acting as a tumor suppressor in other malignancies.","Therefore, this indicates that BCL11B undergoes positive selection and functions as a novel putative genomic driver in breast cancer. The recurring alterations suggest that the disruption of BCL11B's transcriptional regulatory network confers a clonal survival or proliferative advantage, contributing to the distinct molecular pathogenesis and heterogeneity observed in this specific patient cohort.",OVERLAPPED,"Both reasonings identify BCL11B as encoding a transcription factor involved in gene regulation and cellular processes. However, Reasoning 2 misses specific details from Reasoning 1, such as its role in 'chromatin remodelling' and 'mammary stem cell self-renewal', replacing them with broader terms like 'cell fate' and 'differentiation'. Reasoning 2 also introduces additional inferences about positive selection and cancer driver status, making the two partially overlapping."
breast_cancer,Q2.3,Mutational landscapes and cancer drivers,"Similarly, RREB1, ... was truncated in 26 patients, suggesting that its disruption could affect oncogenic pathways.","which encodes a zinc finger transcription factor that regulates Ras and TGFβ signalling and directly binds the p53 promoter20–22,",N/A,"It is well established that Ras-responsive element-binding protein 1 (RREB1) is a zinc-finger transcription factor that mediates cellular responses downstream of the Ras/MAPK signaling cascade, a central axis in cellular proliferation. Biologically, truncating mutations (such as nonsense or frameshift mutations) characteristically result in a loss of protein function (LOF). In cancer genomics, the recurrent accumulation of LOF truncations in a specific gene indicates that the wild-type protein normally exerts a tumor-suppressive role or provides critical negative feedback inhibition to constrain oncogenic signaling networks.","Therefore, this indicates that RREB1 normally functions to transcriptionally constrain tumor growth, and its recurrent loss-of-function via truncation removes this regulatory barrier, thereby disinhibiting downstream Ras/MAPK-dependent oncogenic pathways and contributing to breast cancer pathogenesis.",OVERLAPPED,"Both reasonings identify RREB1 as a zinc finger transcription factor involved in regulating Ras signaling. However, Reasoning 2 partially captures the ground truth because it fails to mention RREB1's role in TGFβ signaling and its direct binding to the p53 promoter, which are key components of Reasoning 1. The additional details provided in Reasoning 2 do not contradict Reasoning 1."
breast_cancer,Q2.3,Mutational landscapes and cancer drivers,"higher ploidy and increased homologous recombination DNA repair deficiency (HRD) for double-strand DNA breaks (Extended Data Fig.3a,b).","Tumours with TP53 mutations frequently exhibited genomic instability25, characterized by ",N/A,"It is well established that homologous recombination deficiency (HRD) impairs the accurate repair of DNA double-strand breaks, forcing cells to rely on error-prone repair pathways. This deficiency is a primary driver of profound genomic instability, facilitating large-scale chromosomal structural variations and frequent whole-genome duplication events that lead to higher tumor ploidy. This is consistent with previous whole-genome studies demonstrating that concurrent elevated ploidy and HRD are hallmarks of aggressive, genomically unstable breast cancer subtypes, particularly those with BRCA1/2 alterations or basal-like features.","Therefore, this suggests that a significant subset of the early-onset breast cancers in this distinct younger cohort is mechanistically driven by severe DNA repair defects and subsequent genomic instability. The coupling of HRD with genome doubling likely accelerates tumor evolution and aggressiveness in these patients, simultaneously highlighting a pronounced vulnerability that could be exploited therapeutically using synthetic lethality approaches, such as PARP inhibitors.",COMPLETELY DIFFERENT,"Reasoning 1 connects the main content directly to tumors with TP53 mutations as the underlying context driving genomic instability. Reasoning 2 fails to mention TP53 mutations altogether, instead focusing on HRD as the driver of genomic instability and ploidy, and predicting outcomes related to BRCA1/2, early-onset breast cancers, and PARP inhibitors. The core subjects and mechanistic directions are completely different."
breast_cancer,Q2.3,Mutational landscapes and cancer drivers,"TP53 mutations were positively associated with the level of intratumour genetic heterogeneity (calculated by mutant allele tumour heterogeneity (MATH) scoring with tumour WGS4), particularly in basal-like subtypes (Extended Data Fig.3c shows MATH scores associated with different TP53 mutations),",,indicating more active late-stage mutagenesis and emergence of potent subclones in TP53-mutant tumours.,"It is well established that the TP53 gene acts as the 'guardian of the genome' by regulating DNA repair, cell-cycle arrest, and apoptosis in response to DNA damage. Loss of functional TP53 leads to unchecked cell division in the presence of DNA damage, resulting in profound genomic instability and chromosomal aberrations. Consistent with landmark breast cancer sequencing studies, basal-like breast cancers are known to harbor extremely high frequencies of TP53 mutations (up to 80-90%). This loss of genome integrity inherently accelerates the accumulation of diverse somatic mutations across different cell populations within the same tumor, directly fueling high intratumor heterogeneity (ITH).","Therefore, this indicates that TP53 alterations serve as a primary mechanistic driver for the rapid subclonal diversification observed in basal-like breast cancers. This mutation-driven expansion of intratumor genetic heterogeneity likely underpins the high evolutionary adaptability, aggressive clinical phenotypes, and therapeutic resistance that characteristically define the basal-like subtype.",OVERLAPPED,"Reasoning 2 successfully captures the concept of the emergence of potent subclones mentioned in Reasoning 1 through its discussion of 'subclonal diversification,' 'evolutionary adaptability,' and 'therapeutic resistance.' However, Reasoning 2 misses the specific temporal component of 'late-stage mutagenesis' highlighted in Reasoning 1, making it an overlapping rather than an identical match."
breast_cancer,Q2.4,Mutational landscapes and cancer drivers,"Notably, higher MATH scores were associated with poorer overall survival, particularly in TP53-mutant tumours (hazard ratio 1.66, 95% confidence interval 1.08–2.74; P = 0.048; Extended Data Fig.3d,e), ",,"suggesting that intratumoural heterogeneity, as measured by MATH score, is associated with clinical outcomes and deserves further investigation as a potential prognostic factor.","It is well established that the Mutant-Allele Tumor Heterogeneity (MATH) score is a robust, quantitative measure of intratumor heterogeneity (ITH). High ITH indicates a genetically diverse population of cancer cells, which provides a substrate for tumor evolution, therapeutic resistance, and metastasis. These findings are consistent with prior studies demonstrating that elevated MATH scores correlate with worse clinical outcomes in breast cancer. Furthermore, it is a foundational biological rule that TP53 is a critical tumor suppressor; its mutation impairs DNA damage response and cell cycle arrest, leading to unchecked genomic instability that fuels the generation of diverse clonal subpopulations.","Therefore, this suggests that TP53-driven genomic instability accelerates the generation of extensive clonal diversity (as captured by high MATH scores), equipping the tumor with enhanced evolutionary fitness. This diverse cellular landscape facilitates rapid adaptation to therapeutic pressures, leading to treatment resistance and aggressive disease progression. Consequently, the convergence of TP53 mutation and high intratumor heterogeneity serves as a synergistic driver of mortality, highlighting the potential of using MATH scores as a prognostic biomarker to stratify high-risk patients who may require more aggressive or targeted therapeutic strategies.",SAME,"Reasoning 2 fully captures the core meaning of Reasoning 1. Both reasonings identify the MATH score as a measure of intratumor heterogeneity, link it to clinical outcomes (such as mortality and disease progression), and conclude that the MATH score has potential as a prognostic factor/biomarker. Reasoning 2 provides additional biological context and mechanistic details regarding TP53 mutations and clonal diversity, which are completely consistent with and expand upon the ground truth without contradicting it."
